subject,date,delivered_to,class
FW: [ILUG] Using Normal IDE Device with a Dell Latitude CPx lapto p,"Wed, 28 Aug 2002 09:36:39 +0100",zzzz@localhost.netnoteinc.com,ham
RE: [ILUG] [OT] Dell machine giving me hassle.,"Wed, 28 Aug 2002 09:56:41 +0100",zzzz@localhost.netnoteinc.com,ham
RE: [ILUG] [OT] Dell machine giving me hassle.,"Wed, 28 Aug 2002 09:59:21 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] directory merging,"Wed, 28 Aug 2002 09:57:04 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] PPPD disconnects on me!,"Wed, 28 Aug 2002 10:00:45 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] converting strings of hex to ascii,"Wed, 28 Aug 2002 11:04:19 +0200",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] find the biggest file,"Wed, 28 Aug 2002 10:20:35 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] find the biggest file,28 Aug 2002 10:14:34 +0100,zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] converting strings of hex to ascii,"Wed, 28 Aug 2002 10:23:20 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] [OT] Dell machine giving me hassle.,"Wed, 28 Aug 2002 10:28:59 +0100 (IST)",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] Newbie seeks advice - Suse 7.2,"Wed, 28 Aug 2002 10:48:13 +0100",zzzz@localhost.netnoteinc.com,ham
ALSA (almost) made easy,"Wed, 28 Aug 2002 00:42:15 +0200",zzzz@localhost.netnoteinc.com,ham
Patch to enable/disable log,"Wed, 28 Aug 2002 17:44:28 +0700",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Compensation for World's youngest mother,"Wed, 28 Aug 2002 20:42:14 +1000",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] RE:Pictish,"Wed, 28 Aug 2002 12:03:28 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Re: That wacky imam,"Wed, 28 Aug 2002 11:20:41 -0000",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Lincs lizard,"Wed, 28 Aug 2002 13:01:34 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Hot rock,"Wed, 28 Aug 2002 13:03:39 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] 'Lost' penguins found alive,"Wed, 28 Aug 2002 13:32:56 +0100",zzzz@localhost.netnoteinc.com,ham
/home/dude,"Wed, 28 Aug 2002 14:32:35 +0200",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Big cats 'on the increase',"Wed, 28 Aug 2002 13:47:35 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] US Army tests portable translator,"Wed, 28 Aug 2002 13:50:58 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Worryingly sophisticated bees,"Wed, 28 Aug 2002 13:55:54 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Betamax finally laid to rest,"Wed, 28 Aug 2002 13:54:36 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] Hayes Accura ISDN PCI,"Wed, 28 Aug 2002 13:52:32 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] Modem Problems,"Wed, 28 Aug 2002 14:09:48 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [zzzzteana] Re: That wacky imam,"Wed, 28 Aug 2002 14:14:45 +0100",zzzz@localhost.netnoteinc.com,ham
[zzzzteana] Re: Cincinnati Group Wants To Stamp Out Hotel Sex Movies,"Thu, 5 Sep 2002 16:50:38 -0500",zzzz@localhost.spamassassin.taint.org,ham
"Re: [zzzzteana] Save the planet, kill the people","Fri, 06 Sep 2002 11:21:48 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Frog Fall at Cheapside,"Thu, 5 Sep 2002 16:57:23 -0700 (PDT)",zzzz@localhost.spamassassin.taint.org,ham
Re: [zzzzteana] Free Web Hosting?,"Thu, 05 Sep 2002 22:54:52 +0100",zzzz@localhost.spamassassin.taint.org,ham
"Re: [zzzzteana] FWD (TLCB) Jimmy Carter: The Troubling, New Face of America","Thu, 5 Sep 2002 22:31:31 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Scissors are a snip for Third World,"Fri, 6 Sep 2002 11:30:04 +0100",zzzz@localhost.spamassassin.taint.org,ham
"Re: [zzzzteana] Save the planet, kill the people","Fri, 6 Sep 2002 11:25:44 +0100",zzzz@localhost.spamassassin.taint.org,ham
"Re: [zzzzteana] Save the planet, kill the people","Fri, 06 Sep 2002 11:38:42 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Hitler-style applicant welcomed by parties,"Fri, 6 Sep 2002 11:32:57 +0100",zzzz@localhost.spamassassin.taint.org,ham
[ILUG] Flat rate is back lads!,"Fri, 6 Sep 2002 09:22:32 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] modem problems,"Thu, 5 Sep 2002 19:14:45 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] Newby to Linux looking for information on cvs,"Fri, 6 Sep 2002 01:30:55 +0100",zzzz@localhost.spamassassin.taint.org,ham
RE: [ILUG] Newby to Linux looking for information on cvs,"Thu, 5 Sep 2002 23:53:32 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] windows users accessing cvs...,"Thu, 5 Sep 2002 17:38:11 -0700",zzzz@localhost.spamassassin.taint.org,ham
[ILUG] PCTel modules,"Thu, 5 Sep 2002 15:17:36 -0700 (PDT)",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] PCTel modules,"Fri, 6 Sep 2002 00:50:13 +0100",zzzz@localhost.spamassassin.taint.org,ham
[ILUG] semaphores on linux RH7.3,"Fri, 6 Sep 2002 11:24:17 +0100 (BST)",zzzz@localhost.spamassassin.taint.org,ham
Re: use of base image / delta image for automated recovery from attacks,"Thu, 5 Sep 2002 10:17:03 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: The absurdities of life.,"Tue, 8 Oct 2002 15:25:13 -0400",zzzz@localhost.spamassassin.taint.org,ham
Re: The absurdities of life.,"Tue, 8 Oct 2002 15:26:28 -0400",zzzz@localhost.spamassassin.taint.org,ham
process music: Mekons,"Tue, 8 Oct 2002 16:47:31 -0400",zzzz@localhost.spamassassin.taint.org,ham
Origins of Software Engineering,"Tue, 8 Oct 2002 13:53:58 -0700",zzzz@localhost.spamassassin.taint.org,ham
The Disappearing Alliance,"Tue, 8 Oct 2002 18:18:20 -0400",zzzz@localhost.spamassassin.taint.org,ham
Re: The Disappearing Alliance,"Tue, 8 Oct 2002 19:17:04 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,ham
Re: The absurdities of life.,"Tue, 08 Oct 2002 11:51:54 -0700",zzzz@localhost.spamassassin.taint.org,ham
RE: The Disappearing Alliance,"Tue, 8 Oct 2002 17:02:08 -0700",zzzz@localhost.spamassassin.taint.org,ham
Lord of the Ringtones: Arbocks vs. Seelecks,"Tue, 8 Oct 2002 19:29:41 -0700",zzzz@localhost.spamassassin.taint.org,ham
[NYT] Korea's Real Rage for Virtual Games,"Tue, 8 Oct 2002 18:19:49 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: ActiveBuddy,"Wed, 09 Oct 2002 10:35:55 +0530",zzzz@localhost.spamassassin.taint.org,ham
[ILUG] connecting at 1200bps in RH7.3 (help!),08 Oct 2002 17:34:37 +0000,zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] connecting at 1200bps in RH7.3 (help!),"Tue, 08 Oct 2002 18:36:01 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] cups question,08 Oct 2002 17:30:36 +0100,zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] Interesting article on free software licences,"Tue, 8 Oct 2002 23:51:52 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] Modem question,"Tue, 8 Oct 2002 12:06:33 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] mini-itx,"Wed, 9 Oct 2002 10:01:34 +0100 (IST)",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] Interesting article on free software licences,"Tue, 8 Oct 2002 15:43:12 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: RedHat 8.0 and his own freetype,"Tue, 08 Oct 2002 12:57:53 -0700",zzzz@localhost.spamassassin.taint.org,ham
KVim 6.1.141,"Thu, 10 Oct 2002 04:22:48 +1300",zzzz@localhost.spamassassin.taint.org,ham
Re: mplayer not working for me,"Tue, 08 Oct 2002 22:24:30 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: Zoot apt/openssh & new DVD playing doc,"Tue, 8 Oct 2002 23:42:14 +0300",zzzz@localhost.spamassassin.taint.org,ham
Re: RedHat 8.0 and his own freetype,"Tue, 08 Oct 2002 13:05:53 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: Nessus?,"Wed, 9 Oct 2002 00:03:53 +0200",zzzz@localhost.spamassassin.taint.org,ham
"xine cannot play DVDs - ""liba52: a52_block error""",08 Oct 2002 15:17:25 -0700,zzzz@localhost.spamassassin.taint.org,ham
"Ack, apt-get still failing for me, stumped. [RH8]","Tue, 8 Oct 2002 20:01:49 -0400",zzzz@localhost.spamassassin.taint.org,ham
Re: RH 8 no DMA for DVD drive,08 Oct 2002 23:17:17 -0400,zzzz@localhost.spamassassin.taint.org,ham
Re: RH 8 no DMA for DVD drive,08 Oct 2002 23:23:19 -0400,zzzz@localhost.spamassassin.taint.org,ham
Re: Zoot apt/openssh & new DVD playing doc,08 Oct 2002 23:27:10 -0400,zzzz@localhost.spamassassin.taint.org,ham
Re: RedHat 8.0 and his own freetype,"Wed, 9 Oct 2002 08:00:49 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: RedHat 8.0 and his own freetype,"Tue, 08 Oct 2002 23:41:46 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: Zoot apt/openssh & new DVD playing doc,"Wed, 9 Oct 2002 08:55:08 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: RedHat 8.0 and his own freetype,"Wed, 9 Oct 2002 08:36:02 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: Apt repository authentication: it's time,"Wed, 9 Oct 2002 10:28:23 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: Apt repository authentication: it's time,"Wed, 9 Oct 2002 11:03:11 +0200",zzzz@localhost.spamassassin.taint.org,ham
Re: Apt repository authentication: it's time,"Wed, 9 Oct 2002 04:27:34 -0500",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Plumstead Panther - Pictures!,"Tue, 08 Oct 2002 15:45:28 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] A Billy for the septics,"Tue, 08 Oct 2002 15:51:16 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Punch bags filled with incontinence pads,"Tue, 08 Oct 2002 15:48:40 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Sat, 24 Aug 2002 10:57:13 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Sat, 24 Aug 2002 10:51:05 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Re: The case for spam,"Sat, 24 Aug 2002 15:00:15 +0000",yyyy@localhost.netnoteinc.com,ham
Re: The case for spam,"Sat, 24 Aug 2002 11:26:34 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)","Sat, 24 Aug 2002 11:45:18 -0400",yyyy@localhost.netnoteinc.com,ham
A biblical digression,"Sat, 24 Aug 2002 11:07:00 -0700",yyyy@localhost.netnoteinc.com,ham
NYTimes.com Article: Texas Pacific Goes Where Others Fear to Spend,"Sun, 25 Aug 2002 08:34:47 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
My source: RE: A biblical digression,"Sun, 25 Aug 2002 10:17:46 -0700",yyyy@localhost.netnoteinc.com,ham
Re: A biblical digression,"Sun, 25 Aug 2002 16:50:54 UT",yyyy@localhost.netnoteinc.com,ham
TGE: Thugs of South Boston and The Revenge of the Bandit Princess,"Sun, 25 Aug 2002 21:18:34 -0400",yyyy@localhost.netnoteinc.com,ham
Re: My source: RE: A biblical digression,"Mon, 26 Aug 2002 14:13:15 UT",yyyy@localhost.netnoteinc.com,ham
Computational Recreations,26 Aug 2002 08:38:09 -0700,yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 10:51:29 -0500 (CDT)",yyyy@localhost.netnoteinc.com,ham
Re: Computational Recreations,"Mon, 26 Aug 2002 12:59:07 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)","Mon, 26 Aug 2002 09:56:55 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 08:26:04 -0700",yyyy@localhost.netnoteinc.com,ham
How unlucky can you get?,"Mon, 26 Aug 2002 11:28:11 -0700",yyyy@localhost.netnoteinc.com,ham
Re: How unlucky can you get?,"Mon, 26 Aug 2002 14:43:23 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 11:41:12 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,26 Aug 2002 12:39:29 -0700,yyyy@localhost.netnoteinc.com,ham
Re: How unlucky can you get?,"Mon, 26 Aug 2002 20:15:28 +0000",yyyy@localhost.netnoteinc.com,ham
Re: The Curse of India's Socialism,"Tue, 20 Aug 2002 15:01:36 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The Curse of India's Socialism,"Tue, 20 Aug 2002 15:04:35 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The Curse of India's Socialism,"Tue, 20 Aug 2002 15:32:55 -0700",yyyy@localhost.netnoteinc.com,ham
RE: sprint delivers the next big thing??,"Tue, 20 Aug 2002 23:36:13 -0700",yyyy@localhost.netnoteinc.com,ham
RE: sprint delivers the next big thing??,"Wed, 21 Aug 2002 01:10:50 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The Curse of India's Socialism,"Wed, 21 Aug 2002 17:16:54 +0000",yyyy@localhost.netnoteinc.com,ham
The MIME information you requested (last changed 3154 Feb 14),"Wed, 21 Aug 2002 16:20:17 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The case for spam,"Thu, 22 Aug 2002 19:39:45 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Re: the underground software vulnerability marketplace and its,"Thu, 22 Aug 2002 10:08:09 -0400",yyyy@localhost.netnoteinc.com,ham
buffer overflows,"Sat, 24 Aug 2002 11:30:40 -0700",yyyy@localhost.netnoteinc.com,ham
Re: Entrepreneurs,"Sat, 24 Aug 2002 08:04:03 -0700",yyyy@localhost.netnoteinc.com,ham
Doom 3,"Sun, 25 Aug 2002 17:25:32 -0700",yyyy@localhost.netnoteinc.com,ham
Enlightenment,"Mon, 26 Aug 2002 07:25:30 -0700",yyyy@localhost.netnoteinc.com,ham
UCI Creative Writing,"Mon, 26 Aug 2002 07:43:03 -0700",yyyy@localhost.netnoteinc.com,ham
"Rambus, Man","Mon, 26 Aug 2002 13:39:46 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: The Curse of India's Socialism,26 Aug 2002 14:18:57 -0700,yyyy@localhost.netnoteinc.com,ham
Re: Entrepreneurs,26 Aug 2002 15:02:54 -0700,yyyy@localhost.netnoteinc.com,ham
Re: How unlucky can you get?,"Mon, 26 Aug 2002 16:28:55 -0700",yyyy@localhost.netnoteinc.com,ham
Re: A biblical digression,"Tue, 27 Aug 2002 01:40:02 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 18:09:28 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 18:30:45 -0700",yyyy@localhost.netnoteinc.com,ham
"Re: Rambus, Man","Tue, 27 Aug 2002 04:44:02 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
"Re: Rambus, Man","Mon, 26 Aug 2002 20:13:53 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Tue, 27 Aug 2002 00:19:37 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Gecko adhesion finally sussed.,"Tue, 27 Aug 2002 01:24:00 -0400",yyyy@localhost.netnoteinc.com,ham
"""A billion here, a billion there...""","Mon, 26 Aug 2002 19:05:50 -0700",yyyy@localhost.netnoteinc.com,ham
Re: The MIME information you requested (last changed 3154 Feb 14),"Tue, 27 Aug 2002 11:04:20 +0100",yyyy@localhost.netnoteinc.com,ham
Re: The MIME information you requested (last changed 3154 Feb 14),"Tue, 27 Aug 2002 12:27:40 -0400",yyyy@localhost.netnoteinc.com,ham
Re: DataPower announces XML-in-silicon,"Wed, 28 Aug 2002 09:39:52 -0400",yyyy@localhost.netnoteinc.com,ham
Re: Canadians,28 Aug 2002 12:07:24 -0400,yyyy@localhost.netnoteinc.com,ham
Re: Canadians,"Wed, 28 Aug 2002 16:26:34 +0000",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Wed, 28 Aug 2002 18:44:09 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
Re: Canadians,28 Aug 2002 12:57:04 -0400,yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 12:58:26 -0400,yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Wed, 28 Aug 2002 18:51:32 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Wed, 28 Aug 2002 18:59:37 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 10:35:27 -0700,yyyy@localhost.netnoteinc.com,ham
RE: Gecko adhesion finally sussed.,"Wed, 28 Aug 2002 10:34:04 -0700",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 10:58:35 -0700,yyyy@localhost.netnoteinc.com,ham
Another low probability event,"Wed, 28 Aug 2002 10:40:28 -0700",yyyy@localhost.netnoteinc.com,ham
RE: Gecko adhesion finally sussed.,"Wed, 28 Aug 2002 13:43:03 -0400",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 15:06:39 -0400,yyyy@localhost.netnoteinc.com,ham
RIAA site hacked overnight,"Wed, 28 Aug 2002 13:01:54 -0700",yyyy@localhost.netnoteinc.com,ham
"""Holiday Season"" 2002 begins","Wed, 28 Aug 2002 20:39:25 -0400",yyyy@localhost.netnoteinc.com,ham
RE: Java is for kiddies,"Wed, 28 Aug 2002 14:57:00 -0700",yyyy@localhost.netnoteinc.com,ham
Re: Another low probability event,"Wed, 28 Aug 2002 18:18:53 -0700",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 21:52:11 -0400,yyyy@localhost.netnoteinc.com,ham
"Re: ""Holiday Season"" 2002 begins","Wed, 28 Aug 2002 21:00:33 -0700",yyyy@localhost.netnoteinc.com,ham
Internet saturation (but not in Iceland),"Thu, 29 Aug 2002 03:58:03 -0400",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Thu, 29 Aug 2002 11:24:39 +0100",yyyy@localhost.netnoteinc.com,ham
Re: Internet saturation (but not in Iceland),"Thu, 29 Aug 2002 11:27:03 +0100",yyyy@localhost.netnoteinc.com,ham
"Re: Rambus, Man","Thu, 29 Aug 2002 12:06:43 -0300",yyyy@localhost.netnoteinc.com,ham
RE: Gasp!,"Sun, 1 Sep 2002 16:59:24 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: revocation of grlygrl201@,"Sun, 1 Sep 2002 19:39:17 -0400",yyyy@localhost.netnoteinc.com,ham
RE: revocation of grlygrl201@,"Sun, 1 Sep 2002 21:05:28 -0400",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Sun, 01 Sep 2002 18:10:39 -0700",yyyy@localhost.netnoteinc.com,ham
Tech's Major Decline,"Sun, 1 Sep 2002 19:40:27 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Sun, 1 Sep 2002 21:10:06 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Sun, 1 Sep 2002 21:01:03 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Mon, 2 Sep 2002 03:19:13 -0400",yyyy@localhost.netnoteinc.com,ham
Er,"Mon, 2 Sep 2002 09:33:47 -0400",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Mon, 2 Sep 2002 10:26:52 -0400",yyyy@localhost.netnoteinc.com,ham
RE: Java is for kiddies,"Mon, 2 Sep 2002 09:30:22 -0700",yyyy@localhost.spamassassin.taint.org,ham
SChoolHouseRocks DVD,"Mon, 2 Sep 2002 13:37:32 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Java is for kiddies,"Mon, 2 Sep 2002 14:00:04 -0700",yyyy@localhost.spamassassin.taint.org,ham
RE: Java is for kiddies,"Mon, 2 Sep 2002 11:48:36 -0700",yyyy@localhost.spamassassin.taint.org,ham
RE: Java is for kiddies,"Mon, 2 Sep 2002 16:19:13 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
RE: Java is for kiddies,"Mon, 2 Sep 2002 16:24:05 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Electric car an Edsel...,2 Sep 2002 20:38:34 -0700,yyyy@localhost.spamassassin.taint.org,ham
Re: CVS report,"Thu, 22 Aug 2002 09:59:35 -0500",yyyy@localhost.netnoteinc.com,ham
Re: New Sequences Window,"Thu, 22 Aug 2002 10:04:06 -0500",yyyy@localhost.netnoteinc.com,ham
Re: New Sequences Window,"Thu, 22 Aug 2002 11:28:39 -0500",yyyy@localhost.netnoteinc.com,ham
Re: CVS report,"Thu, 22 Aug 2002 12:49:41 -0500",yyyy@localhost.netnoteinc.com,ham
Re: Insert signature,"Thu, 22 Aug 2002 13:03:57 -0500",yyyy@localhost.netnoteinc.com,ham
defaulting to showing plaintext versions of e-mails,"Sat, 24 Aug 2002 09:31:22 -0400",yyyy@localhost.netnoteinc.com,ham
Re: defaulting to showing plaintext versions of e-mails,"Sun, 25 Aug 2002 21:58:24 -0500",yyyy@localhost.netnoteinc.com,ham
Re: New Sequences Window,"Sat, 24 Aug 2002 18:56:05 +0700",yyyy@localhost.netnoteinc.com,ham
Re: Anolther sequence related traceback,"Mon, 26 Aug 2002 14:00:18 +0700",yyyy@localhost.netnoteinc.com,ham
latest php upgrade in 7.3,"Thu, 22 Aug 2002 16:10:38 -0700",yyyy@localhost.netnoteinc.com,ham
Re: latest php upgrade in 7.3,22 Aug 2002 19:12:59 -0400,yyyy@localhost.netnoteinc.com,ham
Re: latest php upgrade in 7.3,23 Aug 2002 03:50:09 -0400,yyyy@localhost.netnoteinc.com,ham
hello everybody,"Sun, 25 Aug 2002 00:58:27 +0200",yyyy@localhost.netnoteinc.com,ham
Re: Fw: Re: When are we going to get. [making ALSA rpms],24 Aug 2002 19:40:08 -0500,yyyy@localhost.netnoteinc.com,ham
Re: Fw: Re: When are we going to get. [making ALSA rpms],"Mon, 26 Aug 2002 12:14:21 +0200",yyyy@localhost.netnoteinc.com,ham
"Re: New gkrellm 2.0.0, gtk2 version","Mon, 26 Aug 2002 21:35:08 +0300",yyyy@localhost.netnoteinc.com,ham
"Re: New gkrellm 2.0.0, gtk2 version","Mon, 26 Aug 2002 14:04:48 -0500",yyyy@localhost.netnoteinc.com,ham
RE: Re: When are we going to get. [making ALSA rpms],"Mon, 26 Aug 2002 19:31:49 -0400",yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Mon, 2 Sep 2002 17:47:44 -0700",yyyy@localhost.spamassassin.taint.org,ham
Making a mesh on the move,"Tue, 3 Sep 2002 08:05:27 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: Electric car an Edsel...,"Mon, 2 Sep 2002 21:24:47 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Electric car an Edsel...,"Tue, 3 Sep 2002 08:19:57 +0200 (CEST)",yyyy@localhost.spamassassin.taint.org,ham
Re: Signers weren't angry young men  (was: Java is for kiddies),03 Sep 2002 12:53:58 -0400,yyyy@localhost.spamassassin.taint.org,ham
Re: no matter where you go,"Tue, 03 Sep 2002 13:04:22 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Signers weren't angry young men  (was: Java is for kiddies),"Tue, 3 Sep 2002 13:31:03 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
RE: Gasp!,"Tue, 3 Sep 2002 13:27:40 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Signers weren't angry young men  (was: Java is for kiddies),03 Sep 2002 16:42:09 -0400,yyyy@localhost.spamassassin.taint.org,ham
InfoWorld profile of Max Levchin,"Tue, 3 Sep 2002 14:35:48 -0700",yyyy@localhost.spamassassin.taint.org,ham
asynchronous I/O (was Re: Gasp!),"Tue,  3 Sep 2002 18:17:30 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Electric car an Edsel...,"Tue, 3 Sep 2002 19:23:46 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: asynchronous I/O (was Re: Gasp!),"Tue, 03 Sep 2002 19:30:43 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: asynchronous I/O (was Re: Gasp!),"Tue, 3 Sep 2002 19:24:24 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Electric car an Edsel...,"Wed, 4 Sep 2002 01:08:58 -0400",yyyy@localhost.spamassassin.taint.org,ham
Re: Signers weren't angry young men  (was: Java is for kiddies),"Tue, 3 Sep 2002 23:18:58 -0400",yyyy@localhost.spamassassin.taint.org,ham
EPA Stunned: Diesel Exhaust Can Cause Cancer,"Wed, 4 Sep 2002 08:48:11 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Kill Your Gods,"Wed, 4 Sep 2002 12:48:04 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Kill Your Gods,"Wed, 4 Sep 2002 09:55:18 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
CD player UI for toddlers,"Wed, 4 Sep 2002 11:03:03 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: CD player UI for toddlers,04 Sep 2002 14:47:45 -0400,yyyy@localhost.spamassassin.taint.org,ham
whoa,"Wed, 4 Sep 2002 16:27:56 -0400 (EDT)",yyyy@localhost.spamassassin.taint.org,ham
Ouch...,"Wed, 4 Sep 2002 17:36:34 -0700 (PDT)",yyyy@localhost.spamassassin.taint.org,ham
Re: Gecko adhesion finally sussed.,"Wed, 04 Sep 2002 15:17:40 -0700",yyyy@localhost.spamassassin.taint.org,ham
RE: Java is for kiddies,"Wed, 4 Sep 2002 19:58:36 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: Ouch...,"Wed, 4 Sep 2002 21:59:28 -0500 (CDT)",yyyy@localhost.spamassassin.taint.org,ham
