subject,date,delivered_to,class
"Best Life Insurance, Lowest Cost...           NTICY","Sat, 24 Aug 2002 01:10:39 -1900",zzzz@localhost.spamassassin.taint.org,spam
Collect Your Money! Time:1:30:33 AM,"Fri, 20 Sep 2002 01:30:33",zzzz@localhost.spamassassin.taint.org,spam
xine src packge still gives errors,"Tue, 08 Oct 2002 09:30:10 +0200",zzzz@localhost.spamassassin.taint.org,ham
RE: Java is for kiddies,"Mon, 02 Sep 2002 06:44:25 +0000",zzzz@localhost.netnoteinc.com,ham
Bush Covers the Waterfront,"Tue, 08 Oct 2002 09:21:18 -0400",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] FW: please give generously,"Tue, 8 Oct 2002 14:20:39 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: lifegem,"Thu, 22 Aug 2002 16:30:07 -0300",zzzz@localhost.netnoteinc.com,ham
ADV: Extended Auto Warranties Here                                                    undoc,"Sat, 24 Aug 2002 17:38:20 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] FWD [fort] Evidence Britons Were In The US In The6th Century,"Wed, 28 Aug 2002 11:15:49 +0100",zzzz@localhost.netnoteinc.com,ham
"Re: [zzzzteana] Save the planet, kill the people","Fri, 06 Sep 2002 11:21:48 +0100",zzzz@localhost.spamassassin.taint.org,ham
fwd:  NORTON SYSTEMWORKS CLEARANCE SALE!,"Tue, 17 Sep 2002 14:50:08 -0500",zzzz@localhost.spamassassin.taint.org,spam
FREE WebBook Publishing Software - Download NOW!,"Wed, 18 Sep 2002 18:04:28 -1000",zzzz@localhost.spamassassin.taint.org,spam
Teach a man to fish,"Tue, 08 Oct 2002 08:00:04 -0000",zzzz@localhost.spamassassin.taint.org,ham
re:  SYSTEMWORKS CLEARANCE SALE_ONLY $29.99 0989sqJ-7,"Tue, 10 Sep 0102 19:03:14 +1200",zzzz@localhost.spamassassin.taint.org,spam
How unlucky can you get?,"Mon, 26 Aug 2002 11:28:11 -0700",yyyy@localhost.netnoteinc.com,ham
1987 copy of Nintendo zine going for $700 on eBay,"Tue, 08 Oct 2002 08:00:28 -0000",zzzz@localhost.spamassassin.taint.org,ham
Discount Smokes,"Fri, 23 Aug 2002 21:23:46 +0200",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Playboy wants to go out with a bang,"Thu, 22 Aug 2002 14:54:25 +0100",zzzz@localhost.netnoteinc.com,ham
Introducing HGH: The Most Powerful Anti-Obesity Drug Ever,"Wed, 18 Sep 2002 15:18:43 +0800",zzzz@localhost.spamassassin.taint.org,spam
Re:[1]Save over $70 on this exquisite software suite. FTS,"Thu, 19 Sep 2002 11:35:19 -1600",zzzz@localhost.spamassassin.taint.org,spam
GPL limits put to a test,"Fri, 23 Aug 2002 18:33:37 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Tell these cam sluts what to do,"Fri, 30 Aug 2002 01:10:24 +0100",zzzz@localhost.spamassassin.taint.org,spam
"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was Re: My brain hurts)","Sat, 24 Aug 2002 11:45:18 -0400",yyyy@localhost.netnoteinc.com,ham
New Solar System body revealed,"Tue, 08 Oct 2002 08:01:21 -0000",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Plumstead Panther - Pictures!,"Tue, 08 Oct 2002 15:45:28 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Betamax finally laid to rest,"Wed, 28 Aug 2002 13:54:36 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] [OT] Dell machine giving me hassle.,"Wed, 28 Aug 2002 10:28:59 +0100 (IST)",zzzz@localhost.netnoteinc.com,ham
Better Sex for $2.99 until 08/26/2002 !!!!,25 Aug 2002 04:58:17 -0000,zzzz@localhost.spamassassin.taint.org,spam
Re: Java is for kiddies,"Mon, 2 Sep 2002 14:00:04 -0700",yyyy@localhost.spamassassin.taint.org,ham
Re: [zzzzteana] Good ISP for Mac?,"Mon, 7 Oct 2002 22:55:05 -0500",zzzz@localhost.spamassassin.taint.org,ham
Re: Java is for kiddies,"Mon, 2 Sep 2002 03:19:13 -0400",yyyy@localhost.netnoteinc.com,ham
[ILUG-Social] re: Guaranteed to lose 10-12 lbs in 30 days 10.148,"Thu, 22 Aug 2002 09:33:07 -0600",zzzz@localhost.spamassassin.taint.org,spam
CAREER OPPORTUNITY.  WORK FROM HOME,"Wed, 28 Aug 2002 03:04:00 +0100",zzzz@localhost.spamassassin.taint.org,spam
Hgh: safe and effective release of your own growth hormone!30543,"Thu, 19 Sep 2002 21:45:31 -0500",zzzz@localhost.spamassassin.taint.org,spam
Join the Web's Fastest Growing Singles Community                       14.51,"Fri, 23 Aug 2002 04:12:39 -0600",zzzz@localhost.spamassassin.taint.org,spam
Re: Entrepreneurs,"Thu, 22 Aug 2002 21:44:23 -0400",zzzz@localhost.netnoteinc.com,ham
Take your Marketing to the Next Level,"Mon, 26 Aug 2002 19:24:06 +0100",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] Retrieving read mail from webmail.eircom.net via POP ?,07 Oct 2002 10:27:03 +0100,zzzz@localhost.spamassassin.taint.org,ham
Re: DataPower announces XML-in-silicon,"Wed, 28 Aug 2002 09:39:52 -0400",yyyy@localhost.netnoteinc.com,ham
[IIU] Viruses and Bounced Mail,"Thu, 29 Aug 2002 18:04:41 +0100",zzzz@localhost.netnoteinc.com,ham
Origins of Software Engineering,"Tue, 8 Oct 2002 13:53:58 -0700",zzzz@localhost.spamassassin.taint.org,ham
ADV: Internet marketing & communications; earn $100k/year... uleio,"Sun, 25 Aug 2002 09:36:45 +0800",zzzz@localhost.spamassassin.taint.org,spam
Please help Home Entertainment Companies with Survey - Win a DVR!,06 Sep 2002 01:52:08 +0530,zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Lincs lizard,"Wed, 28 Aug 2002 13:01:34 +0100",zzzz@localhost.netnoteinc.com,ham
RE: [ILUG] [OT] Dell machine giving me hassle.,"Wed, 28 Aug 2002 09:56:41 +0100",zzzz@localhost.netnoteinc.com,ham
"Fw: VIRUS PROTECTION IS A MUST, YOU NEED SYSTEMWORKS! CPTJ","Sat, 31 Aug 2002 14:52:09 -1600",zzzz@localhost.spamassassin.taint.org,spam
Re: Entrepreneurs,26 Aug 2002 15:02:54 -0700,yyyy@localhost.netnoteinc.com,ham
Re: [ILUG] Sun Solaris..,"Thu, 22 Aug 2002 19:11:19 +0100",zzzz@localhost.netnoteinc.com,ham
[WM] greencard 2004 çekiliþini kaçýrmayýn,"Sat, 21 Sep 2002 15:28:32 +0300",zzzz@localhost.spamassassin.taint.org,spam
Re: Java is for kiddies,"Wed, 28 Aug 2002 18:59:37 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
RE: Gecko adhesion finally sussed.,"Wed, 28 Aug 2002 13:43:03 -0400",yyyy@localhost.netnoteinc.com,ham
Re: [ILUG] Looking for a file / directory in zip file,"Thu, 29 Aug 2002 16:41:14 +0100",zzzz@localhost.netnoteinc.com,ham
Re: The Curse of India's Socialism,26 Aug 2002 14:18:57 -0700,yyyy@localhost.netnoteinc.com,ham
English Well for you?,"Wed, 18 Sep 2002 07:49:52 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] From the desk of : George Osawa,"Fri, 6 Sep 2002 10:28:15 +0100",zzzz@localhost.spamassassin.taint.org,spam
60 minute free porn movie,"Mon, 26 Aug 2002 22:18:15 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: A biblical digression,"Tue, 27 Aug 2002 01:40:02 +0200 (CEST)",yyyy@localhost.netnoteinc.com,ham
Re: RedHat 8.0 and his own freetype,"Wed, 9 Oct 2002 08:00:49 +0200",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Which Muppet Are You?,"Thu, 22 Aug 2002 16:17:39 -0000",zzzz@localhost.netnoteinc.com,ham
"Approved Online, Internet, Buy Viagra              SJHFL","Fri, 30 Aug 2002 22:07:14 -0700",zzzz@localhost.spamassassin.taint.org,spam
Slim Factors - A totally new approach to weight loss,"Thu, 19 Sep 2002 10:15:08 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] Seconds to date?,"Mon, 2 Sep 2002 08:30:57 +0100",zzzz@localhost.netnoteinc.com,ham
Tiny DNS Swap,"Fri, 30 Aug 2002 11:25:31 -0400",zzzz@localhost.netnoteinc.com,ham
Save now,"Sun, 25 Aug 2002 19:21:44 01800",zzzz@localhost.spamassassin.taint.org,spam
Re: Apt repository authentication: it's time,"Wed, 9 Oct 2002 04:27:34 -0500",zzzz@localhost.spamassassin.taint.org,ham
TEEN LESBIAN WEBSITE,"Sat, 24 Aug 2002 19:00:09 -0400",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] White Horse vandalised,"Wed, 28 Aug 2002 09:39:20 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] IMPORTANT.,"Wed, 28 Aug 2002 11:57:10 -1200",zzzz@localhost.spamassassin.taint.org,spam
Plans for cable,"Mon, 26 Aug 2002 16:26:01 -1700",zzzz@localhost.spamassassin.taint.org,spam
Patch to enable/disable log,"Wed, 28 Aug 2002 17:44:28 +0700",zzzz@localhost.netnoteinc.com,ham
The DEBT-$AVER Program              SKYXTGM,"Fri, 23 Aug 2002 09:35:58 -0700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Discount Fags,"Sat, 24 Aug 2002 14:54:43 +0200",zzzz@localhost.spamassassin.taint.org,spam
RE: sprint delivers the next big thing??,"Tue, 20 Aug 2002 23:36:13 -0700",yyyy@localhost.netnoteinc.com,ham
Enlightenment,"Mon, 26 Aug 2002 07:25:30 -0700",yyyy@localhost.netnoteinc.com,ham
Re: Hi,"Sat, 24 Aug 2002 12:29:47 -0400",zzzz@localhost.spamassassin.taint.org,spam
"zzzz,All New! Breast Enhancement","Tue, 27 Aug 2002 03:31:32 +0800",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] re: Steam,"Wed, 28 Aug 2002 09:17:20 +0000",zzzz@localhost.netnoteinc.com,ham
Looking for property in SPAIN?,"Thu, 12 Sep 2002 13:24:51 +0200",zzzz@localhost.spamassassin.taint.org,spam
"Re: ""Holiday Season"" 2002 begins","Wed, 28 Aug 2002 21:00:33 -0700",yyyy@localhost.netnoteinc.com,ham
Re: why is decentralization worth worrying about?,"Tue, 08 Oct 2002 06:08:05 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] modem problems,"Thu, 5 Sep 2002 19:14:45 -0700",zzzz@localhost.spamassassin.taint.org,ham
Guaranteed to lose 10-12 lbs in 30 days with Slim Patch                    10.24,"Tue, 27 Aug 2002 12:48:30 -0600",zzzz@localhost.spamassassin.taint.org,spam
Still looking for a house?,Sat Sep 14 13:26:41 2002,freebsd-ports@freebsd.org,spam
Re: The case for spam,"Fri, 23 Aug 2002 16:33:15 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Let us find the right mortgage lender for you      AFPE,"Mon, 09 Sep 2002 14:36:18 -0700",zzzz@localhost.spamassassin.taint.org,spam
RE: Your Bank Account Information,"Thu, 22 Aug 2002 10:42:19 -0500",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] rpm dependencies,"Mon, 7 Oct 2002 09:30:01 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [zzzzteana] Re: Megalithomania UnPissup,"Mon, 7 Oct 2002 06:54:11 -0500",zzzz@localhost.spamassassin.taint.org,ham
A biblical digression,"Sat, 24 Aug 2002 11:07:00 -0700",yyyy@localhost.netnoteinc.com,ham
Re: [ILUG] Serial number in hosts file,"Mon, 2 Sep 2002 11:57:16 +0100",zzzz@localhost.netnoteinc.com,ham
wives and girlfriends cheating and whoring around,22 Aug 2002 08:28:38 -0000,zzzz@localhost.spamassassin.taint.org,spam
[ILUG] What HOWTOs for SOHO system,"Mon, 2 Sep 2002 11:45:50 +0100",zzzz@localhost.netnoteinc.com,ham
Chicago Meeting Site,"Tue, 27 Aug 2002 23:55:13 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] HELLO,"Wed, 18 Sep 2002 01:11:54",zzzz@localhost.spamassassin.taint.org,spam
Expand Your business with our Money!,"Wed, 18 Sep 0102 23:32:17 +0500",zzzz@localhost.spamassassin.taint.org,spam
"How many ""inches"" do you need to satisfy a woman in bed?","Wed, 21 Aug 2002 03:26:54 -0500",zzzz@localhost.spamassassin.taint.org,spam
ADV: Extended Auto Warranties Here                                                   dhzbj,"Mon, 26 Aug 2002 14:23:56 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: Your VIP Pass,"Mon, 26 Aug 2002 13:38:57 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: [SAdev] Live Rule Updates after Release ???,"Thu, 22 Aug 2002 08:14:12 -0700",zzzz@localhost.netnoteinc.com,ham
Have You Dreamed Of Your Own Home Based Business?       eIExvv,"Sat, 3 Aug 2002 12:19:15 -0700",zzzz-spamtrap@sonic.spamtraps.taint.org,spam
Re: Entrepreneurs,"Fri, 23 Aug 2002 01:11:02 -0700",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] Newbie seeks advice - Suse 7.2,"Fri, 23 Aug 2002 08:25:01 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] cups question,"Tue, 8 Oct 2002 14:27:40 +0100",zzzz@localhost.spamassassin.taint.org,ham
NEED TO FIND SOMETHING?,"Mon, 16 Sep 2002 01:25:29 -1900",zzzz@localhost.spamassassin.taint.org,spam
Customized Warez CDs,"Fri, 06 Sep 2002 05:28:13 -0800",zzzz@localhost.spamassassin.taint.org,spam
Get the Child Support You Deserve                            11.180,"Thu, 22 Aug 2002 15:09:11 -0600",zzzz@localhost.spamassassin.taint.org,spam
"[zzzzteana] Height, weight, girth, etc","Wed, 28 Aug 2002 09:28:35 +0100",zzzz@localhost.netnoteinc.com,ham
Content-Type: text/html; charset=us-ascii,"Tue, 27 Aug 2002 22:06:34 +0100",zzzz@localhost.spamassassin.taint.org,spam
I just put my webcam on 4u hunnie=),"Wed, 28 Aug 2002 10:02:37 -0700",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Cambodian Buddhaas unearthed,"Wed, 28 Aug 2002 09:24:34 +0100",zzzz@localhost.netnoteinc.com,ham
Did I give you the money yet?          DLRA,"Wed, 11 Sep 2002 03:45:43 -0700",zzzz@localhost.spamassassin.taint.org,spam
FREE Health Insurance Quotes,"Fri, 20 Sep 2002 02:50:56 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: The absurdities of life.,"Tue, 8 Oct 2002 15:26:28 -0400",zzzz@localhost.spamassassin.taint.org,ham
[ILUG-Social] Lose 22.5lbs in 3 weeks!,"Fri, 20 Sep 2002 09:58:19 GMT",zzzz@localhost.spamassassin.taint.org,spam
"New, easy to use web conferencing software","Wed, 28 Aug 2002 20:15:37 -1900",zzzz@localhost.spamassassin.taint.org,spam
[IIU] Eircom aDSL Nat'ing,"Thu, 22 Aug 2002 16:58:37 +0100",zzzz@localhost.netnoteinc.com,ham
[IRR] Klez: The Virus That  Won't Die,"Thu, 22 Aug 2002 09:15:25 -0400",zzzz@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 18:09:28 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Re: The absurdities of life.,"Tue, 8 Oct 2002 15:25:13 -0400",zzzz@localhost.spamassassin.taint.org,ham
The TBA Doctor Walks the Walk on Diabetes,"Thu, 29 Aug 2002 18:53:43 -0400",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Sat, 24 Aug 2002 13:46:59 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
"Re: Rambus, Man","Mon, 26 Aug 2002 20:13:53 -0700 (PDT)",yyyy@localhost.netnoteinc.com,ham
Immediate Reply Needed,"Sat, 24 Aug 2002 20:18:02 -0700",zzzz@localhost.spamassassin.taint.org,spam
A CRY FOR HELP,"Fri, 23 Aug 2002 10:15:51 -0700",zzzz@localhost.spamassassin.taint.org,spam
[WM] GREEN CARD CEKÝLÝSÝ  KACIRMAYIN,"Sat, 7 Sep 2002 16:28:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
May I have a moment of your Time PLEASE,"Tue, 17 Sep 2002 05:40:44 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: the underground software vulnerability marketplace and its,"Thu, 22 Aug 2002 10:08:09 -0400",yyyy@localhost.netnoteinc.com,ham
"zzzz, Is Your web Site Making Money! 2:18:15 PM 8/25/2002","Sun, 25 Aug 2002 14:18:15 -0500",zzzz@localhost.spamassassin.taint.org,spam
[SAtalk] SA CGI Configurator Scripts,"Thu, 22 Aug 2002 10:16:36 -0400",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] Newby to Linux looking for information on cvs,"Fri, 6 Sep 2002 01:30:55 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [ILUG] Sun Solaris..,"Thu, 22 Aug 2002 17:42:26 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] Newbie seeks advice - Suse 7.2,"Wed, 28 Aug 2002 10:48:13 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG-Social] Everybody Gets Paid - No Recruiting Needed,"Thu, 29 Aug 2002 06:25:48 -0500",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] Best Replica Goods - Best Prices,"Sat, 14 Sep 2002 20:13:12 +0100",zzzz@localhost.spamassassin.taint.org,spam
"[ILUG] $4,000/Month with your PC ! NO SPAM ! PLEASE READ !","Sun, 22 Sep 2002 01:54:09 +0530",zzzz@localhost.spamassassin.taint.org,spam
Behind Every Elite Producer...,"Thu, 5 Sep 2002 19:35:13 -0400",zzzz@localhost.spamassassin.taint.org,spam
Gecko adhesion finally sussed.,"Tue, 27 Aug 2002 01:24:00 -0400",yyyy@localhost.netnoteinc.com,ham
Re: This Weekend,"Thu, 12 Sep 2002 01:49:52 -0900",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] converting strings of hex to ascii,"Tue, 27 Aug 2002 21:32:26 +0100 (IST)",zzzz@localhost.netnoteinc.com,ham
Re: [zzzzteana] Re: That wacky imam,"Wed, 28 Aug 2002 14:14:45 +0100",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] Email list management howto,"Mon, 02 Sep 2002 12:00:39 +0100",zzzz@localhost.netnoteinc.com,ham
The Best Critical Illness Policy on the Market,"Tue, 27 Aug 2002 19:04:28 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: Java is for kiddies,28 Aug 2002 21:52:11 -0400,yyyy@localhost.netnoteinc.com,ham
Sometimes Less is More...,"Wed, 28 Aug 2002 19:05:41 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: Zoot apt/openssh & new DVD playing doc,08 Oct 2002 23:27:10 -0400,zzzz@localhost.spamassassin.taint.org,ham
Re: [zzzzteana] That wacky imam,"Wed, 28 Aug 2002 09:51:47 +0100",zzzz@localhost.netnoteinc.com,ham
"Earn $139,000 a year as a DAY TRADER!","Mon, 09 Sep 2002 17:45:22 -0000",zzzz@localhost.spamassassin.taint.org,spam
Re: latest php upgrade in 7.3,23 Aug 2002 03:50:09 -0400,yyyy@localhost.netnoteinc.com,ham
[zzzzteana] Uncle Mark seeks parole,"Tue, 08 Oct 2002 12:10:07 +0100",zzzz@localhost.spamassassin.taint.org,ham
Re: [vox] GPL limits put to a test,"Fri, 23 Aug 2002 19:42:44 -0400 (EDT)",yyyy@localhost.netnoteinc.com,ham
Get out of debt quick!                                        4179uKlj5-057SXua1524UHkC5-900-28,"Sun, 25 Aug 0102 10:36:36 -1000",zzzz@localhost.spamassassin.taint.org,spam
Low cost quality conference calls,"Sun, 15 Sep 2002 06:55:37 -1900",zzzz@localhost.spamassassin.taint.org,spam
Re: Zoot apt/openssh & new DVD playing doc,"Tue, 8 Oct 2002 23:42:14 +0300",zzzz@localhost.spamassassin.taint.org,ham
alsa-driver rebuild fails with undeclared USB symbol,"Fri, 30 Aug 2002 19:56:47 -0700",zzzz@localhost.netnoteinc.com,ham
Join the Web's Hottest & Fastest Growing Community                     11.70,"Tue, 27 Aug 2002 05:13:34 -0600",zzzz@localhost.spamassassin.taint.org,spam
Re: [SAtalk] Re: patent on TMDA-like system,"Wed, 28 Aug 2002 06:23:09 +0200 (CEST)",zzzz@localhost.netnoteinc.com,ham
Re: [ILUG] Modem question,"Tue, 8 Oct 2002 12:06:33 -0700",zzzz@localhost.spamassassin.taint.org,ham
[ILUG] Modem Problems,"Wed, 28 Aug 2002 14:09:48 +0100",zzzz@localhost.netnoteinc.com,ham
[ILUG] The Age Old 'Which Mailer' Question,"Mon, 2 Sep 2002 11:35:53 +0100",zzzz@localhost.netnoteinc.com,ham
Funds Investment,"Fri, 20 Sep 2002 12:15:37 GMT+1",zzzz@localhost.spamassassin.taint.org,spam
Re: [zzzzteana] Re: Megalithomania UnPissup,"Mon, 7 Oct 2002 07:01:53 -0500",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Re: Latest Iraq-related news,"Mon, 07 Oct 2002 22:29:21 -0000",zzzz@localhost.spamassassin.taint.org,ham
Custom Warez CDs,"Wed, 11 Sep 2002 11:55:28 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: Apt repository authentication: it's time,"Wed, 9 Oct 2002 10:28:23 +0200",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Re: Cincinnati Group Wants To Stamp Out Hotel Sex Movies,"Thu, 5 Sep 2002 16:50:38 -0500",zzzz@localhost.spamassassin.taint.org,ham
Re: New Sequences Window,"Thu, 22 Aug 2002 18:26:25 +0700",zzzz@localhost.netnoteinc.com,ham
Have you planned for your family's future?         ZBM,"Sun, 22 Sep 2002 16:33:38 -0700",zzzz@localhost.spamassassin.taint.org,spam
URGENT BUSINESS ASSISTANCE.,"Mon, 2 Sep 2002 14:11:45 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
First Time Generic V*agra under $3 per 50mg,22 Sep 02 15:51:31 -0000,zzzz@localhost.spamassassin.taint.org,spam
WebDesignHQ Newsletter,"Fri, 23 Aug 2002 21:24:39 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Re: RedHat 8.0 and his own freetype,"Tue, 08 Oct 2002 13:05:53 -0700",zzzz@localhost.spamassassin.taint.org,ham
Attn:Targeted email addresses,"Thu, 5 Sep 2002 22:20:37 -0700",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] A New Theory on Mapping the New World,"Mon, 07 Oct 2002 13:01:09 +0100",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] Hot rock,"Wed, 28 Aug 2002 13:03:39 +0100",zzzz@localhost.netnoteinc.com,ham
Shipment Status,"Thu, 19 Sep 2002 17:00:05 -0500",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] BUSINESS,"Fri, 23 Aug 2002 20:41:55 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] enter Chinese market,"Fri, 23 Aug 2002 23:10:22 +0800",zzzz@localhost.spamassassin.taint.org,spam
Re: RedHat 8.0 and his own freetype,"Tue, 08 Oct 2002 12:57:53 -0700",zzzz@localhost.spamassassin.taint.org,ham
Re: The Curse of India's Socialism,"Tue, 20 Aug 2002 15:32:55 -0700",yyyy@localhost.netnoteinc.com,ham
YOUR ANTICIPATED ASSISTANT IS REQUIRED.,"Wed, 28 Aug 2002 14:41:06 +0200",zzzz@localhost.spamassassin.taint.org,spam
Dawn raids stoke fires of resentment,"Tue, 08 Oct 2002 08:01:06 -0000",zzzz@localhost.spamassassin.taint.org,ham
What Warren Buffett won't tell ya ...,"Tue, 10 Sep 2002 04:13:50 -1100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] AWARD NOTIFICATION,"Wed, 18 Sep 2002 01:36:31 +0100",zzzz@localhost.spamassassin.taint.org,spam
Get on the Bus.. gbvzzzz,"Tue, 17 Sep 2002 16:34:19 -0700",zzzz@localhost.spamassassin.taint.org,spam
taint.org,"Sat, 31 Aug 2002 01:59:39 -0700 (PDT)",zzzz@localhost.spamassassin.taint.org,spam
Re: revocation of grlygrl201@,"Sun, 1 Sep 2002 19:39:17 -0400",yyyy@localhost.netnoteinc.com,ham
Re: [ILUG] connecting at 1200bps in RH7.3 (help!),"Tue, 08 Oct 2002 18:36:01 +0100",zzzz@localhost.spamassassin.taint.org,ham
"zzzz,Your HGH Request!","Sat, 31 Aug 2002 07:07:19 +0800",zzzz@localhost.spamassassin.taint.org,spam
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 10:51:29 -0500 (CDT)",yyyy@localhost.netnoteinc.com,ham
Re: The GOv gets tough on Net Users.....er Pirates..,"Mon, 26 Aug 2002 08:26:04 -0700",yyyy@localhost.netnoteinc.com,ham
ADV: Lowest life insurance rates available!                                                   hsdpr,"Sun, 25 Aug 2002 00:49:11 -0400",zzzz@localhost.spamassassin.taint.org,spam
Re: [ILUG] eircoms adsl modems,"Thu, 29 Aug 2002 16:17:26 +0100",zzzz@localhost.netnoteinc.com,ham
Re: Java is for kiddies,28 Aug 2002 12:58:26 -0400,yyyy@localhost.netnoteinc.com,ham
Re: Java is for kiddies,"Sun, 01 Sep 2002 18:10:39 -0700",yyyy@localhost.netnoteinc.com,ham
ADV: Promote Your Website!,"Tue, 27 Aug 0102 23:35:10 +0700",zzzz@localhost.spamassassin.taint.org,spam
Re: The Disappearing Alliance,"Tue, 8 Oct 2002 19:17:04 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,ham
[zzzzteana] The new Steve Earle,"Wed, 28 Aug 2002 11:22:33 +0100",zzzz@localhost.netnoteinc.com,ham
You can gain from lowest interest rates in 30 years,"Mon, 23 Sep 2002 00:59:34 -0400",zzzz@localhost.spamassassin.taint.org,spam
Your Gateway to Wealth,"Wed, 11 Sep 2002 18:50:19 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Retrieving read mail from webmail.eircom.net via POP ?,07 Oct 2002 10:10:00 +0100,zzzz@localhost.spamassassin.taint.org,ham
[use Perl] Headlines for 2002-08-30,"Fri, 30 Aug 2002 02:00:24 +0000",zzzz@localhost.netnoteinc.com,ham
CyberAge Dating - Invitation from Jenny,"Mon, 2 Sep 2002 16:41:14 -0700",zzzz@localhost.spamassassin.taint.org,spam
Start Your Private Photo Album Online!                             13.200,"Fri, 23 Aug 2002 13:25:52 -0600",zzzz@localhost.spamassassin.taint.org,spam
Re: bad DCC traffic from e-corp.net,"Mon, 2 Sep 2002 10:25:57 -0700",zzzz@localhost.spamassassin.taint.org,ham
Low Cost Easy to Use Conferencing,"Thu, 22 Aug 2002 15:23:11 -1900",zzzz@localhost.spamassassin.taint.org,spam
Best Long Distance On the Net - 3.9 Cents With No Monthly Fees,"Tue, 17 Sep 2002 10:01:59 -0500",zzzz@localhost.spamassassin.taint.org,spam
FW: Washington wire,"Fri, 30 Aug 2002 09:03:43 -0500 (added by",zzzz@localhost.spamassassin.taint.org,spam
Introducing Chase Platinum for Students with a 0% Introductory APR,"Wed, 18 Sep 2002 09:12:04 -0500",zzzz@localhost.spamassassin.taint.org,spam
[zzzzteana] Emigrate to Russia? That's a steppe too far,"Wed, 28 Aug 2002 09:31:57 +0100",zzzz@localhost.netnoteinc.com,ham
TGE: Thugs of South Boston and The Revenge of the Bandit Princess,"Sun, 25 Aug 2002 21:18:34 -0400",yyyy@localhost.netnoteinc.com,ham
Re: PROTECT YOUR COMPUTER AGAINST HARMFUL VIRUSES! 21198,"Fri, 23 Aug 2002 07:14:49 -1600",zzzz@localhost.spamassassin.taint.org,spam
